,#,ID,Year,Month,Day,CPNM,HUI,LAI,RD,RW,BIOM,STL,CPHT,STD,STDL,WS,NS,PS,KS,TS,AS,SALT,REG,PRCP,SNOF,SNOM,PET,ET,,EP,Q,SSF,PRK,QDR,IRGA,QIN,TLGE,TLGW,TLGQ,TLGF,EPP,RSQI,RSQO,RSEV,RSLK,DPRK,RSSF,QFP,QRF,RFIC,RSBK,CPVH,CPVV,RFV,PSOQ,IRDL,WYLD,SW,,,RSYO,RSYD,QRP,YRP,YNRP,YPRP,ZNH3,ZNO3,ZPML,ZSK,UNM,UPM,UKM,RZSW,WTBL,GWST,,STDO,RSD,RSVQ,RSVY,RSSA,SWLT,SNO,RSDM,GWSN,ZSLT,DATE,IRGA_C,RFV_C,RSSF_C,PRCP_C,SNOM_C,RSQI_C,QIN_C,PSOQ_C,RFIC_C,SNOF_C,PRK_C,Q_C,EPP_C,PET_C,TLGF_C,QRF_C,RSQO_C,TLGE_C,TLGW_C,CPVH_C,TLGQ_C,EP_C,DPRK_C,CPVV_C,IRDL_C,QFP_C,RSLK_C,WYLD_C,QDR_C,ET_C,SSF_C,RSVQ_DIF,RSBK_DIF,RZSW_DIF,GWST_DIF,RSEV_DIF,SWLT_DIF,SW_DIF,SNO_DIF
3696,1,1,2022,6,13,RYEG,0.5266,2.6129,1.2,1.2689,5.994,4.7252,0.3195,0.0026,0,0.8689,1,0.7538,1,0.9524,1,1,0.7538,0,0,0,5.4324,4.2333,-4.2333,4.1424,0,0,0,0,0,0,0,0,0,0,4.7855,0,0,0,0,0.0193,0,0,0,0,0,0,0,0,0,0,0,6.1242,-4.2333,,0,0,0,0,0,0,17.1215,152.1042,0,0,153.9426,14.7918,0.3737,6.1242,75,3.8729,,0.0367,0.5582,0,0,0,0,0,0.0183,0.6903,0,13/06/2022,0,0,202.3785,1015.5,6.2062,0,0,0,0,11.8934,-380.6056,0,-489.3086,-1566.9103,0,-0.0048,0,0,0,0,0,-306.2648,-219.0633,0,0,0,0,-202.3841,0,-646.1292,0,0,0,-10.6371,-448.5458,0,0,-10.6371,0
3703,1,1,2022,6,14,RYEG,0.5335,2.5939,1.2,1.3278,6.3359,5.0081,0.32,0.0026,0,0.8672,1,0.674,1,0.9304,1,1,0.674,0,0,0,6.7823,5.2203,-5.2203,5.1224,0,0,0,0,0,0,0,0,0,0,5.9297,0,0,0,0,0.0184,0,0,0,0,0,0,0,0,0,0,0,0.9039,-5.2203,,0,0,0,0,0,0,17.5308,152.2472,0,0,153.9426,14.9045,0.3778,0.9039,75,3.6886,,0.0367,0.557,0,0,0,0,0,0.0183,0.6246,0,14/06/2022,0,0,202.3785,1015.5,6.2062,0,0,0,0,11.8934,-380.6056,0,-495.2383,-1573.6926,0,-0.0048,0,0,0,0,0,-311.3872,-219.0817,0,0,0,0,-202.3841,0,-651.3495,0,0,0,-15.8574,-448.7301,0,0,-15.8574,0
3710,1,1,2022,6,15,RYEG,0.5423,2.5694,1.2,1.3887,6.6429,5.2542,0.3205,0.0026,0,0.6158,1,0.6266,1,0.9992,1,1,0.6158,0,0,0,7.9217,4.3191,-4.3191,4.2176,0,0,0,0,0,0,0,0,0,0,6.8758,0,0,0,0,0.0176,0,0,0,0,0,0,0,0,0,0,0,-3.4152,-4.3191,,0,0,0,0,0,0,17.7796,152.4963,0,0,153.9426,14.999,0.3818,-3.4152,75,3.5131,,0.0367,0.5558,0,0,0,0,0,0.0183,0.5652,0,15/06/2022,0,0,202.3785,1015.5,6.2062,0,0,0,0,11.8934,-380.6056,0,-502.1141,-1581.6143,0,-0.0048,0,0,0,0,0,-315.6048,-219.0993,0,0,0,0,-202.3841,0,-655.6686,0,0,0,-20.1765,-448.9056,0,0,-20.1765,0
3717,1,1,2022,6,16,RYEG,0.5515,2.5432,1.2,1.4425,6.6494,5.2069,0.3209,0.0026,0,0.0141,1,0.6077,1,0.9989,1,1,0.0141,0,0,0,7.1696,0.1683,-0.1683,0.0864,0,0,0,0,0,0,0,0,0,0,6.1644,0,0,0,0,0.0167,0,0,0,0,0,0,0,0,0,0,0,-3.5836,-0.1684,,0,0,0,0,0,0,18.068,152.6267,0,0,153.9426,15.0883,0.3858,-3.5836,75,3.346,,0.0367,0.5546,0,0,0,0,0,0.0183,0.5114,0,16/06/2022,0,0,202.3785,1015.5,6.2062,0,0,0,0,11.8934,-380.6056,0,-508.2785,-1588.7839,0,-0.0048,0,0,0,0,0,-315.6912,-219.116,0,0,0,0,-202.3841,0,-655.8369,0,0,0,-20.3449,-449.0727,0,0,-20.3449,0
3724,1,1,2022,6,17,RYEG,0.5623,2.5126,1.2,1.4895,6.6537,5.1642,0.3209,0.0026,0,0.0104,1,0.708,1,0.9538,1,1,0.0104,0,0,0,9.2176,0.1773,-0.1773,0.0811,0,0,0,0,0,0,0,0,0,0,7.8449,0,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0,0,-3.7608,-0.1772,,0,0,0,0,0,0,18.2457,152.837,0,0,153.9426,15.1667,0.3899,-3.7608,75,3.1868,,0.0367,0.5535,0,0,0,0,0,0.0183,0.4627,0,17/06/2022,0,0,202.3785,1015.5,6.2062,0,0,0,0,11.8934,-380.6056,0,-516.1234,-1598.0015,0,-0.0048,0,0,0,0,0,-315.7723,-219.1319,0,0,0,0,-202.3841,0,-656.0142,0,0,0,-20.5221,-449.2319,0,0,-20.5221,0
3731,1,1,2022,6,18,RYEG,0.5742,2.4781,1.2,1.5304,6.6571,5.1267,0.3209,0.0026,0,0.0088,1,0.7876,1,0.8726,1,1,0.0088,0,0,0,8.8784,0.1563,-0.1563,0.0655,0,0,0,0,0,0,0,0,0,0,7.4655,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,0,-3.9171,-0.1563,,0,0,0,0,0,0,18.3849,153.0334,0,0,153.9426,15.2423,0.3939,-3.9171,75,3.0351,,0.0367,0.5524,0,0,0,0,0,0.0183,0.4187,0,18/06/2022,0,0,202.3785,1015.5,6.2062,0,0,0,0,11.8934,-380.6056,0,-523.5889,-1606.8799,0,-0.0048,0,0,0,0,0,-315.8378,-219.1471,0,0,0,0,-202.3841,0,-656.1705,0,0,0,-20.6784,-449.3836,0,0,-20.6784,0
3738,1,1,2022,6,19,RYEG,0.582,2.4552,1.2,1.5664,6.667,5.1006,0.3209,0.0026,0,0.0488,1,0.8694,1,0.979,1,1,0.0488,2.9,0,0,4.1972,2.4819,0.4181,0.0876,0,0,0,0,0,0,0,0,0,0,1.8029,0,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0,-3.4991,0.418,,0,0,0,0,0,0,18.7326,153.0514,0,0,153.9426,15.3113,0.398,-3.4991,75,2.8907,,0.0367,0.5493,0,0,0,0,0,0.0183,0.3788,0,19/06/2022,0,0,202.3785,1018.4,6.2062,0,0,0,0,11.8934,-380.6056,0,-525.3918,-1611.0771,0,-0.0048,0,0,0,0,0,-315.9254,-219.1615,0,0,0,0,-202.3841,0,-658.6524,0,0,0,-20.2604,-449.528,0,0,-20.2604,0
3745,1,1,2022,6,20,RYEG,0.5895,2.4332,1.2,1.598,6.6719,5.0739,0.3209,0.0026,0,0.0146,1,0.8645,1,0.9648,1,1,0.0146,0,0,0,6.0652,0.1778,-0.1778,0.0727,0,0,0,0,0,0,0,0,0,0,4.984,0,0,0,0,0.0138,0,0,0,0,0,0,0,0,0,0,0,-3.6769,-0.1778,,0,0,0,0,0,0,19.1122,153.0054,0,0,153.9426,15.376,0.402,-3.6769,75,2.7532,,0.0367,0.5469,0,0,0,0,0,0.0183,0.3428,0,20/06/2022,0,0,202.3785,1018.4,6.2062,0,0,0,0,11.8934,-380.6056,0,-530.3758,-1617.1423,0,-0.0048,0,0,0,0,0,-315.9981,-219.1753,0,0,0,0,-202.3841,0,-658.8302,0,0,0,-20.4382,-449.6655,0,0,-20.4382,0
3752,1,1,2022,6,21,RYEG,0.5965,2.4124,1.2,1.6255,6.674,5.0485,0.3209,0.0026,0,0.0078,1,0.8961,1,0.9382,1,1,0.0078,0,0,0,6.7083,0.1441,-0.1441,0.0424,0,0,0,0,0,0,0,0,0,0,5.4632,0,0,0,0,0.0131,0,0,0,0,0,0,0,0,0,0,0,-3.821,-0.1441,,0,0,0,0,0,0,19.5109,152.9204,0,0,153.9426,15.4398,0.406,-3.821,75,2.6222,,0.0367,0.5456,0,0,0,0,0,0.0183,0.3102,0,21/06/2022,0,0,202.3785,1018.4,6.2062,0,0,0,0,11.8934,-380.6056,0,-535.839,-1623.8506,0,-0.0048,0,0,0,0,0,-316.0405,-219.1884,0,0,0,0,-202.3841,0,-658.9743,0,0,0,-20.5823,-449.7965,0,0,-20.5823,0
3759,1,1,2022,6,22,RYEG,0.606,2.3838,1.2,1.6491,6.6766,5.0275,0.321,0.0026,0,0.0063,1,0.8948,1,0.9962,1,1,0.0063,0,0,0,8.2326,0.1577,-0.1577,0.0418,0,0,0,0,0,0,0,0,0,0,6.6476,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,-3.9787,-0.1577,,0,0,0,0,0,0,19.7779,152.9899,0,0,153.9426,15.5021,0.4101,-3.9787,75,2.4974,,0.0367,0.5442,0,0,0,0,0,0.0183,0.2807,0,22/06/2022,0,0,202.3785,1018.4,6.2062,0,0,0,0,11.8934,-380.6056,0,-542.4866,-1632.0832,0,-0.0048,0,0,0,0,0,-316.0823,-219.2009,0,0,0,0,-202.3841,0,-659.132,0,0,0,-20.74,-449.9213,0,0,-20.74,0
3766,1,1,2022,6,23,RYEG,0.6175,2.3487,1.2,1.6691,6.6856,5.0165,0.321,0.0026,0,0.0245,1,0.9225,1,0.9045,1,1,0.0245,2.6,0,0,9.8991,2.6157,-0.0157,0.1823,0,0,0,0,0,0,0,0,0,0,7.4658,0,0,0,0,0.0119,0,0,0,0,0,0,0,0,0,0,0,-3.9944,-0.0157,,0,0,0,0,0,0,19.8015,153.3217,0,0,153.9426,15.5695,0.4141,-3.9944,75,2.3786,,0.0367,0.5412,0,0,0,0,0,0.0183,0.2539,0,23/06/2022,0,0,202.3785,1021,6.2062,0,0,0,0,11.8934,-380.6056,0,-549.9524,-1641.9823,0,-0.0048,0,0,0,0,0,-316.2646,-219.2128,0,0,0,0,-202.3841,0,-661.7477,0,0,0,-20.7557,-450.0401,0,0,-20.7557,0
3773,1,1,2022,6,24,RYEG,0.6277,2.3172,1.2,1.6901,6.8464,5.1564,0.321,0.0026,0,0.7172,1,0.9519,1,0.9782,1,1,0.7172,23.4,0,0,5.5959,4.7362,18.6638,2.1486,0,0,0,0,0,0,0,0,0,0,3.0084,0,0,0,0,0.0113,0,0,0,0,0,0,0,0,0,0,0,14.6694,18.6638,,0,0,0,0,0,0,18.1156,155.8259,0,0,153.9426,15.6402,0.4179,14.6694,75,2.2654,,0.0367,0.5366,0,0,0,0,0,0.0183,0.2298,0,24/06/2022,0,0,202.3785,1044.4,6.2062,0,0,0,0,11.8934,-380.6056,0,-552.9608,-1647.5782,0,-0.0048,0,0,0,0,0,-318.4132,-219.2241,0,0,0,0,-202.3841,0,-666.4839,0,0,0,-2.0919,-450.1533,0,0,-2.0919,0
3780,1,1,2022,6,25,RYEG,0.6378,2.2855,1.2,1.7112,6.9787,5.2675,0.3211,0.0026,0,0.7158,1,0.9559,1,0.9816,1,1,0.7158,0.8,0,0,6.1558,4.8096,-4.0096,3.3399,0,0,0,0,0,0,0,0,0,0,4.6861,0,0,0,0,0.0108,0,0,0,0,0,0,0,0,0,0,0,10.6598,-4.0096,,0,0,0,0,0,0,17.1578,157.4702,0,0,153.9426,15.7762,0.422,10.6598,75,2.1576,,0.0367,0.5327,0,0,0,0,0,0.0183,0.2079,0,25/06/2022,0,0,202.3785,1045.2,6.2062,0,0,0,0,11.8934,-380.6056,0,-557.6469,-1653.734,0,-0.0048,0,0,0,0,0,-321.7531,-219.2349,0,0,0,0,-202.3841,0,-671.2935,0,0,0,-6.1015,-450.2611,0,0,-6.1015,0
3787,1,1,2022,6,26,RYEG,0.6464,2.2582,1.2,1.7319,7.0853,5.3534,0.3213,0.0026,0,0.7157,1,0.9598,1,0.9976,1,1,0.7157,0.1,0,0,3.8749,2.4094,-2.3094,2.1127,0,0,0,0,0,0,0,0,0,0,2.965,0,0,0,0,0.0103,0,0,0,0,0,0,0,0,0,0,0,8.3504,-2.3094,,0,0,0,0,0,0,17.0186,158.3114,0,0,153.9426,15.908,0.426,8.3504,75,2.0549,,0.0367,0.5295,0,0,0,0,0,0.0183,0.1881,0,26/06/2022,0,0,202.3785,1045.3,6.2062,0,0,0,0,11.8934,-380.6056,0,-560.6119,-1657.6089,0,-0.0048,0,0,0,0,0,-323.8658,-219.2452,0,0,0,0,-202.3841,0,-673.7029,0,0,0,-8.4109,-450.3638,0,0,-8.4109,0
3794,1,1,2022,6,27,RYEG,0.6542,2.2331,1.2,1.7517,7.1728,5.421,0.3214,0.0026,0,0.7143,1,0.9633,1,0.979,1,1,0.7143,7.3,0,0,5.7045,4.7974,2.5026,2.2337,0,0,0,0,0,0,0,0,0,0,3.1409,0,0,0,0,0.0098,0,0,0,0,0,0,0,0,0,0,0,10.853,2.5026,,0,0,0,0,0,0,17.0557,159.0472,0,0,153.9426,16.033,0.4299,10.853,75,1.9572,,0.0367,0.5255,0,0,0,0,0,0.0182,0.1702,0,27/06/2022,0,0,202.3785,1052.6,6.2062,0,0,0,0,11.8934,-380.6056,0,-563.7528,-1663.3134,0,-0.0048,0,0,0,0,0,-326.0995,-219.255,0,0,0,0,-202.3841,0,-678.5003,0,0,0,-5.9083,-450.4615,0,0,-5.9083,0
3801,1,1,2022,6,28,RYEG,0.6625,2.2063,1.2,1.7743,7.3911,5.6169,0.3215,0.0026,0,0.7111,1,0.9488,1,0.9914,1,1,0.7111,0,0,0,7.5035,4.6377,-4.6377,3.972,0,0,0,0,0,0,0,0,0,0,5.6104,0,0,0,0,0.0093,0,0,0,0,0,0,0,0,0,0,0,6.2152,-4.6378,,0,0,0,0,0,0,17.062,159.7426,0,0,153.9426,16.1557,0.434,6.2152,75,1.864,,0.0367,0.5222,0,0,0,0,0,0.0182,0.154,0,28/06/2022,0,0,202.3785,1052.6,6.2062,0,0,0,0,11.8934,-380.6056,0,-569.3632,-1670.8169,0,-0.0048,0,0,0,0,0,-330.0715,-219.2643,0,0,0,0,-202.3841,0,-683.138,0,0,0,-10.5461,-450.5547,0,0,-10.5461,0
3808,1,1,2022,6,29,RYEG,0.673,2.1718,1.2,1.7986,7.6019,5.8032,0.3216,0.0026,0,0.7014,1,0.9437,1,0.9671,1,1,0.7014,0,0,0,8.2604,4.5363,-4.5363,4.2612,0,0,0,0,0,0,0,0,0,0,6.1025,0,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,0,0,1.6789,-4.5363,,0,0,0,0,0,0,16.7466,160.7178,0,0,153.9426,16.2764,0.438,1.6789,75,1.7753,,0.0367,0.5197,0,0,0,0,0,0.0182,0.1394,0,29/06/2022,0,0,202.3785,1052.6,6.2062,0,0,0,0,11.8934,-380.6056,0,-575.4657,-1679.0773,0,-0.0048,0,0,0,0,0,-334.3327,-219.2732,0,0,0,0,-202.3841,0,-687.6743,0,0,0,-15.0824,-450.6434,0,0,-15.0824,0
3815,1,1,2022,6,30,RYEG,0.6827,2.1391,1.2,1.8234,7.7666,5.9432,0.3217,0.0026,0,0.6595,1,0.9434,1,0.9909,1,1,0.6595,7.2,0,0,7.1841,5.6258,1.5742,2.9775,0,0,0,0,0,0,0,0,0,0,4.5358,0,0,0,0,0.0084,0,0,0,0,0,0,0,0,0,0,0,3.2532,1.5743,,0,0,0,0,0,0,16.6379,161.5527,0,0,153.9426,16.3987,0.442,3.2532,75,1.6909,,0.0367,0.5158,0,0,0,0,0,0.0182,0.1261,0,30/06/2022,0,0,202.3785,1059.8,6.2062,0,0,0,0,11.8934,-380.6056,0,-580.0015,-1686.2614,0,-0.0048,0,0,0,0,0,-337.3102,-219.2816,0,0,0,0,-202.3841,0,-693.3001,0,0,0,-13.5081,-450.7278,0,0,-13.5081,0
3822,1,1,2022,7,1,RYEG,0.6912,2.1105,1.2,1.8479,7.9044,6.0565,0.3217,0.0026,0,0.5786,1,0.9411,1,0.995,1,1,0.5786,0,0,0,5.5217,2.5127,-2.5127,2.2782,0,0,0,0,0,0,0,0,0,0,3.9555,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.7405,-2.5127,,0,0,0,0,0,0,16.8895,161.9342,0,0,153.9426,16.5168,0.446,0.7405,75,1.6104,,0.0367,0.5125,0,0,0,0,0,0.0182,0.1141,0,01/07/2022,0,0,202.3785,1059.8,6.2062,0,0,0,0,11.8934,-380.6056,0,-583.957,-1691.7831,0,-0.0048,0,0,0,0,0,-339.5884,-219.2896,0,0,0,0,-202.3841,0,-695.8128,0,0,0,-16.0208,-450.8083,0,0,-16.0208,0
3829,1,1,2022,7,2,RYEG,0.7002,2.0793,1.2,1.8717,8.0225,6.1508,0.3218,0.0026,0,0.4812,1,0.938,1,0.9999,1,1,0.4812,0,0,0,7.6112,2.7386,-2.7386,2.5765,0,0,0,0,0,0,0,0,0,0,5.3798,0,0,0,0,0.0077,0,0,0,0,0,0,0,0,0,0,0,-1.9981,-2.7386,,0,0,0,0,0,0,17.0951,162.3266,0,0,153.9426,16.6246,0.4501,-1.9981,75,1.5338,,0.0367,0.5098,0,0,0,0,0,0.0182,0.1032,0,02/07/2022,0,0,202.3785,1059.8,6.2062,0,0,0,0,11.8934,-380.6056,0,-589.3368,-1699.3943,0,-0.0048,0,0,0,0,0,-342.1649,-219.2973,0,0,0,0,-202.3841,0,-698.5514,0,0,0,-18.7594,-450.8849,0,0,-18.7594,0
3836,1,1,2022,7,3,RYEG,0.7088,2.0495,1.2,1.8924,8.0488,6.1565,0.3218,0.0026,0,0.1142,1,0.9385,1,0.9966,1,1,0.1142,0,0,0,6.7224,0.6151,-0.6151,0.5319,0,0,0,0,0,0,0,0,0,0,4.6816,0,0,0,0,0.0073,0,0,0,0,0,0,0,0,0,0,0,-2.6132,-0.6151,,0,0,0,0,0,0,17.4483,162.4948,0,0,153.9426,16.7282,0.4541,-2.6132,75,1.4608,,0.0367,0.5085,0,0,0,0,0,0.0182,0.0934,0,03/07/2022,0,0,202.3785,1059.8,6.2062,0,0,0,0,11.8934,-380.6056,0,-594.0184,-1706.1167,0,-0.0048,0,0,0,0,0,-342.6968,-219.3046,0,0,0,0,-202.3841,0,-699.1665,0,0,0,-19.3745,-450.9579,0,0,-19.3745,0
3843,1,1,2022,7,4,RYEG,0.7169,2.0207,1.2,1.91,8.0607,6.1507,0.3218,0.0026,0,0.052,1,0.9433,1,0.9883,1,1,0.052,0,0,0,7.3502,0.3429,-0.3429,0.2612,0,0,0,0,0,0,0,0,0,0,5.0459,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,-2.9561,-0.3429,,0,0,0,0,0,0,17.8352,162.5958,0,0,153.9426,16.8203,0.4581,-2.9561,75,1.3913,,0.0367,0.5073,0,0,0,0,0,0.0182,0.0845,0,04/07/2022,0,0,202.3785,1059.8,6.2062,0,0,0,0,11.8934,-380.6056,0,-599.0643,-1713.4669,0,-0.0048,0,0,0,0,0,-342.958,-219.3116,0,0,0,0,-202.3841,0,-699.5094,0,0,0,-19.7174,-451.0274,0,0,-19.7174,0
3850,1,1,2022,7,5,RYEG,0.7249,1.9918,1.2,1.9247,8.0668,6.1421,0.3218,0.0026,0,0.0336,1,0.953,1,0.9855,1,1,0.0336,0,0,0,6.5621,0.2168,-0.2168,0.1483,0,0,0,0,0,0,0,0,0,0,4.4418,0,0,0,0,0.0066,0,0,0,0,0,0,0,0,0,0,0,-3.1729,-0.2168,,0,0,0,0,0,0,18.2157,162.6819,0,0,153.9426,16.9074,0.4622,-3.1729,75,1.3251,,0.0367,0.5061,0,0,0,0,0,0.0182,0.0765,0,05/07/2022,0,0,202.3785,1059.8,6.2062,0,0,0,0,11.8934,-380.6056,0,-603.5061,-1720.029,0,-0.0048,0,0,0,0,0,-343.1063,-219.3182,0,0,0,0,-202.3841,0,-699.7262,0,0,0,-19.9342,-451.0936,0,0,-19.9342,0
3857,1,1,2022,7,6,RYEG,0.7324,1.9645,1.2,1.9369,8.0713,6.1344,0.3218,0.0026,0,0.0252,1,0.9577,1,0.9659,1,1,0.0252,0,0,0,6.8432,0.1828,-0.1828,0.1146,0,0,0,0,0,0,0,0,0,0,4.5663,0,0,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,0,-3.3557,-0.1828,,0,0,0,0,0,0,18.6174,162.7227,0,0,153.9426,16.9914,0.4662,-3.3557,75,1.2621,,0.0367,0.505,0,0,0,0,0,0.0182,0.0692,0,06/07/2022,0,0,202.3785,1059.8,6.2062,0,0,0,0,11.8934,-380.6056,0,-608.0724,-1726.8722,0,-0.0048,0,0,0,0,0,-343.2209,-219.3245,0,0,0,0,-202.3841,0,-699.909,0,0,0,-20.117,-451.1566,0,0,-20.117,0
3864,1,1,2022,7,7,RYEG,0.7406,1.9342,1.2,1.9467,8.0795,6.1328,0.3218,0.0026,0,0.0706,1,0.9664,1,0.9903,1,1,0.0706,3.1,0,0,4.1655,2.4419,0.6581,0.1302,0,0,0,0,0,0,0,0,0,0,1.8538,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,-2.7081,0.6476,,0,0,0,0,0,0,18.8909,162.9287,0,0,153.9426,17.0737,0.4702,-2.7081,75,1.202,,0.0367,0.5018,0,0,0,0.0105,0,0.0182,0.0626,0,07/07/2022,0,0,202.3785,1062.9,6.2062,0,0,0,0,11.8934,-380.6056,0,-609.9262,-1731.0377,0,-0.0048,0,0,0,0,0,-343.3511,-219.3305,0,0,0,0,-202.3841,0,-702.3509,0,0,0,-19.4694,-451.2167,0,0.0105,-19.4694,0
3871,1,1,2022,7,8,RYEG,0.7492,1.9018,1.2,1.9544,8.0926,6.1382,0.3218,0.0026,0,0.0643,1,0.9614,1,0.9976,1,1,0.0643,0,0,0,7.5264,0.5436,-0.5436,0.312,0,0,0,0,0,0,0,0,0,0,4.8775,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,-3.2412,-0.5331,,0,0,0,0,0,0,19.1422,163.1264,0,0,153.9426,17.1562,0.4743,-3.2412,75,1.1448,,0.0367,0.4988,0,0,0,0,0,0.0181,0.0567,0,08/07/2022,0,0,202.3785,1062.9,6.2062,0,0,0,0,11.8934,-380.6056,0,-614.8037,-1738.5641,0,-0.0048,0,0,0,0,0,-343.6631,-219.3362,0,0,0,0,-202.3841,0,-702.8945,0,0,0,-20.0025,-451.2739,0,0,-20.0025,0
3878,1,1,2022,7,9,RYEG,0.7581,1.868,1.2,1.9601,8.0973,6.1372,0.3218,0.0026,0,0.0294,1,0.9679,1,0.9997,1,1,0.0294,0,0,0,6.2554,0.2031,-0.2031,0.1165,0,0,0,0,0,0,0,0,0,0,3.9864,0,0,0,0,0.0054,0,0,0,0,0,0,0,0,0,0,0,-3.4443,-0.2031,,0,0,0,0,0,0,19.386,163.3156,0,0,153.9426,17.2378,0.4783,-3.4443,75,1.0903,,0.0367,0.4965,0,0,0,0,0,0.0181,0.0513,0,09/07/2022,0,0,202.3785,1062.9,6.2062,0,0,0,0,11.8934,-380.6056,0,-618.7901,-1744.8195,0,-0.0048,0,0,0,0,0,-343.7796,-219.3416,0,0,0,0,-202.3841,0,-703.0976,0,0,0,-20.2056,-451.3284,0,0,-20.2056,0
3885,1,1,2022,7,10,RYEG,0.7665,1.8352,1.2,1.9639,8.0989,6.135,0.3218,0.0026,0,0.015,1,0.9742,1,0.9945,1,1,0.015,0,0,0,5.7318,0.121,-0.121,0.0537,0,0,0,0,0,0,0,0,0,0,3.588,0,0,0,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,-3.5653,-0.121,,0,0,0,0,0,0,19.6823,163.4343,0,0,153.9426,17.3176,0.4824,-3.5653,75,1.0385,,0.0367,0.4948,0,0,0,0,0,0.0181,0.0464,0,10/07/2022,0,0,202.3785,1062.9,6.2062,0,0,0,0,11.8934,-380.6056,0,-622.3781,-1750.5513,0,-0.0048,0,0,0,0,0,-343.8333,-219.3468,0,0,0,0,-202.3841,0,-703.2186,0,0,0,-20.3266,-451.3802,0,0,-20.3266,0
3892,1,1,2022,7,11,RYEG,0.7757,1.7984,1.2,1.9659,8.1,6.1342,0.3218,0.0026,0,0.0127,1,0.9776,1,0.9989,1,1,0.0127,0,0,0,5.9033,0.1113,-0.1113,0.0459,0,0,0,0,0,0,0,0,0,0,3.631,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,-3.6766,-0.1113,,0,0,0,0,0,0,19.9086,163.608,0,0,153.9426,17.3948,0.4864,-3.6766,75,0.989,,0.0367,0.4936,0,0,0,0,0,0.0181,0.042,0,11/07/2022,0,0,202.3785,1062.9,6.2062,0,0,0,0,11.8934,-380.6056,0,-626.0091,-1756.4546,0,-0.0048,0,0,0,0,0,-343.8792,-219.3517,0,0,0,0,-202.3841,0,-703.3299,0,0,0,-20.4379,-451.4297,0,0,-20.4379,0
3899,1,1,2022,7,12,RYEG,0.7857,1.7579,1.2,1.966,8.1015,6.1355,0.3218,0.0026,0,0.0104,1,0.9755,1,0.9848,1,1,0.0104,0,0,0,8.5047,0.1427,-0.1427,0.0529,0,0,0,0,0,0,0,0,0,0,5.1268,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,-3.8194,-0.1428,,0,0,0,0,0,0,20.0958,163.7894,0,0,153.9426,17.4714,0.4904,-3.8194,75,0.942,,0.0367,0.4924,0,0,0,0,0,0.0181,0.038,0,12/07/2022,0,0,202.3785,1062.9,6.2062,0,0,0,0,11.8934,-380.6056,0,-631.1359,-1764.9593,0,-0.0048,0,0,0,0,0,-343.9321,-219.3564,0,0,0,0,-202.3841,0,-703.4726,0,0,0,-20.5807,-451.4767,0,0,-20.5807,0
3906,1,1,2022,7,13,RYEG,0.7966,1.7129,1.2,1.9644,8.1025,6.1381,0.3218,0.0026,0,0.0091,1,0.9791,1,0.9497,1,1,0.0091,0,0,0,8.025,0.1227,-0.1227,0.043,0,0,0,0,0,0,0,0,0,0,4.7291,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,-3.9421,-0.1227,,0,0,0,0,0,0,20.213,164.0284,0,0,153.9192,17.5441,0.4945,-3.9421,75,0.8972,,0.0367,0.4914,0,0,0,0,0,0.0181,0.0344,0,13/07/2022,0,0,202.3785,1062.9,6.2062,0,0,0,0,11.8934,-380.6056,0,-635.865,-1772.9843,0,-0.0048,0,0,0,0,0,-343.9751,-219.3609,0,0,0,0,-202.3841,0,-703.5953,0,0,0,-20.7034,-451.5215,0,0,-20.7034,0
3913,1,1,2022,7,14,RYEG,0.8059,1.6731,1.2,1.9615,8.1037,6.1422,0.3218,0.0026,0,0.0085,1,0.9787,1,0.9981,1,1,0.0085,0,0,0,6.8262,0.0978,-0.0978,0.0333,0,0,0,0,0,0,0,0,0,0,3.9203,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,-4.0398,-0.0977,,0,0,0,0,0,0,20.4623,164.1276,0,0,153.8764,17.616,0.4985,-4.0398,75,0.8545,,0.0367,0.4906,0,0,0,0,0,0.0181,0.0311,0,14/07/2022,0,0,202.3785,1062.9,6.2062,0,0,0,0,11.8934,-380.6056,0,-639.7853,-1779.8105,0,-0.0048,0,0,0,0,0,-344.0084,-219.3652,0,0,0,0,-202.3841,0,-703.6931,0,0,0,-20.8011,-451.5642,0,0,-20.8011,0
